Yield_Pass_Fail,Sensor#60,Sensor#248,Sensor#520,Sensor#104,Sensor#349,Sensor#469,Sensor#289,Sensor#65,Sensor#206,Sensor#572,Sensor#386,Sensor#131,Sensor#34,Sensor#66,Sensor#511,Sensor#478,Sensor#113,Sensor#563,Sensor#20,Sensor#342,Sensor#378,Sensor#127,Sensor#427,Sensor#154,Sensor#347,Sensor#426,Sensor#22,Sensor#29,Sensor#125,Sensor#346,Sensor#153,Sensor#406,Sensor#574,Sensor#183,Sensor#123,Sensor#283,Sensor#130,Sensor#571,Sensor#417,Sensor#288,Sensor#453,Sensor#578,Sensor#32,Sensor#291,Sensor#71,Sensor#42,Sensor#39,Sensor#421,Sensor#211,Sensor#156
0,3.6536,0.0302,6.5001,-0.0136,0.0299,179.2735,0.0017,16.3464,10.58,2.0433,0.009,0.8037,8.9191,24.5324,36.8664,7.3859,0.4641,254.532,12.5651,2.8683,0.0013,2.92,0.4747,0.0046,0,4.1961,-5647.75,67.8222,15.77,0,0.3973,0.0335,0.3602,13.12,2.865,0.0026,-2.647,531.0418,3.9057,0.1185,6.8696,17.6298,3.3923,0.0543,623.5636,2.955,86.3671,0.7478,0.0998,0.18
0,8.9418,0.0748,16.0079,-0.0017,0.0121,45.5165,0.0042,31.0582,6.12,2.3251,0.0144,0.7193,9.6272,39.9438,301.4493,4.1464,0.4673,266.364,0,1.9024,0.0012,2.612,1.3188,0.0128,4.3749,2.2371,-5600.5,68.2556,15.65,3.1753,0.2312,0.0219,0.2349,5.78,3.785,0.0053,-0.1419,528.6918,3.4329,0.0786,4.0049,10.1049,3.3189,0,597.6182,4.682,87.0383,1.7069,0.0373,0
0,-2.3891,0.0242,5.2465,-0.0114,0.0255,167.0091,0.0039,22.3891,8.61,2.2418,0.0076,0.6304,8.9221,25.6619,45.6641,5.9176,0.4619,264.272,12.551,2.4574,0.0024,2.411,1.1328,0.0111,0,10.7612,-5135,65.2778,15.65,0,0.9998,0.0199,0.2428,7.45,5.675,0.0066,-3.543,531.1982,3.9196,0.2947,4.2298,10.8309,3.3459,0.0805,608.9036,2.817,86.4677,1.9608,0.0852,0.27
0,2.8236,0,0,-0.0131,0.0216,277.6561,0.0043,17.1764,11.74,1.4106,0,0.7048,9.4749,24.5318,29.0353,7.9017,0,264.272,12.5263,3.3135,0.0008,2.533,1.4033,0.0136,0,4.6842,-5514.75,71.5556,15.71,0,0.4722,0.0208,0.1166,14.41,4.04,0.0059,0,536.4482,2.8551,0.1368,7.0138,8.2645,3.2976,0.0734,630.3782,2.705,87.4597,1.9215,0.0735,0.25
0,4.4391,0.038,8.2695,-0.0128,0.0318,79.2955,0.0075,15.5609,11.67,2.5117,0.0072,0.6383,8.6406,20.3856,34.375,7.7847,0.4594,0,12.4759,4.04,0.001,2.738,2.3645,0.0226,0,4.4708,-6483.75,69.6778,15.9,0,0.4563,0.0212,0.27,8.81,4.461,0.0083,0,530.5527,3.671,0.1341,6.9208,10.7489,4.6381,0.1847,611.3082,2.543,86.6776,2.6248,0.1079,0.63
0,0.9909,0.0185,4.0282,-0.0118,0.0201,325.9633,0.0031,19.0091,6.09,2.3259,0.006,0.562,8.3663,29.1406,54.1799,4.2708,0.4587,264.272,12.3351,1.9118,0.0024,2.393,1.0045,0.0098,0,13.3222,-5580.25,75.3889,15.71,0,1.2251,0.0241,0.2182,5.43,6.063,0.0065,-3.025,530.9809,2.5182,0.3567,5.3765,9.3821,3.3649,0.0579,608.7664,3.256,87.0807,2.0896,0.079,0.22
0,2.2009,0,0,-0.01,0.0191,288.9712,0.0038,17.7991,6.07,1.974,0,0.7931,8.8356,22.4948,31.8804,3.977,0,273,12.5596,1.8615,0.0022,2.792,1.1846,0.0115,2.9945,10.8182,-5422.25,69.1556,15.64,6.8351,1.03,0.0336,0.2824,19.02,3.283,0.0044,-2.128,529.9445,2.5414,0.2922,5.5531,14.3055,3.4807,0.0559,614.1373,5.46,86.3856,1.3672,0.0786,0.22
0,4.0427,0.031,6.6988,-0.0093,0.0179,188.2393,0.0034,15.9573,7.94,2.2662,0.0081,0.7436,8.9635,23.229,69.7051,5.4374,0.4628,265.996,12.5351,2.9031,0.0012,2.471,1.0777,0.0105,0,3.9648,-5320.5,66.9333,15.96,0,0.4232,0.0112,0.2605,12.76,4.92,0.0068,-0.0946,534.3355,3.4864,0.119,4.6694,11.4947,3.3962,0.0787,629.4591,3.243,86.9622,2.1483,0.0617,0.26
0,1.7018,0.0233,5.079,-0.0112,0.0211,0,0.0039,18.2982,5.97,1.0912,0.0071,0.7644,8.6472,24.6278,82.2346,4.1438,0.4588,266.612,12.5273,2.0587,0.0015,3.165,1.1976,0.0116,1.5705,4.2835,-5078.75,68.8444,15.6,7.5068,0.4147,0.0358,0.1474,13.57,4.445,0.0043,-2.458,524.4955,2.7182,0.1242,5.0735,13.5037,3.4121,0.0483,621.4109,2.359,86.5763,1.3701,0.071,0.18
0,-2.0455,0,0,-0.013,0.0214,413.6002,0.003,22.0455,7.48,2.1814,0,0.6153,9.065,27.9357,31.5082,5.1566,0,264.272,12.6057,2.1519,0.0016,2.538,0.9006,0.0088,0,5.7744,-5097,72,15.73,0,0.5929,0.0281,0.3891,6.61,4.722,0.0044,-0.1892,537.9264,4.0612,0.1722,6.0296,17.8379,3.2576,0.0819,629.4291,2.478,86.3325,1.3872,0.08,0.27
0,-0.0555,0,0,-0.0133,0.0307,0,0.0059,20.0555,16.47,2.2358,0,0.7833,8.7283,25.7896,36.773,11.0059,0,0,12.4231,4.2227,0.0015,2.821,1.7427,0.0167,0,2.8328,-5701,70.0556,15.8,0,0.2938,0.015,0.3089,8.37,3.884,0.008,-0.615,532.4227,4.9747,0.0889,5.012,13.8179,3.3284,0.0801,620.6073,5.52,86.6108,2.355,0.1288,0.35
0,-9.7682,0,0,-0.0115,0.0154,95.8213,0.0021,29.7682,9.52,2.0396,0,0.7573,9.7137,40.8846,59.2593,6.4163,0,248.962,12.7051,2.8514,0.0014,2.976,0.6209,0.0061,0,5.0657,-5400,71.1,15.62,0,0.495,0.042,0.2678,12.91,2.992,0.0027,0.9461,531.1754,2.6887,0.1426,5.2923,13.1304,3.3062,0.0702,636.1564,2.585,86.9537,0.8401,0.0465,0.35
1,-2.49,0,0,-0.0063,0.22,272.6909,0.0021,22.49,8.79,1.0744,0,0.7772,8.8909,29.531,68.8,6.2746,0,264.272,12.5276,2.5045,0.001,2.589,0.5793,0.0057,0,1.4666,-5247,68.7,16.07,0,0.1544,0.0102,0.1416,5.5,4.137,0.0034,0.2838,533.1809,2.2532,0.0588,4.4471,13.1807,3.3646,0.0608,621.9682,2.677,86.5543,1.041,0.4892,0.24
0,-2.9973,0,0,-0.007,0.0224,252.2293,0.0061,22.9973,8.7,2.3668,0,0.7527,8.828,29.8097,51.3369,6.1033,0,268.87,12.4896,2.868,0.0012,2.702,1.934,0.0187,3.5524,5.0758,-6382,69.6889,15.87,5.5885,0.5065,0.022,0.407,10.53,4.23,0.0106,-0.2365,532.8691,2.3687,0.1455,5.5881,17.1974,4.6453,0.1923,610.4545,2.547,87.0137,3.3551,0.09,0.93
1,5.8091,0.0305,6.5334,-0.0086,0.0378,176.964,0.0077,34.1909,6.5,2.3352,0.0051,0.6955,8.7879,38.9877,48.6957,4.3589,0.4673,269.268,12.46,2.0566,0.0014,2.584,2.3928,0.0229,3.113,10.024,0,0,15.85,5.9507,0.951,0.0248,0.3121,7.49,4.21,0.0107,-0.0946,533.8264,3.7439,0.2829,4.7393,13.3646,0,0.1544,582.4818,2.287,86.7106,3.3147,0.1221,0.47
0,24.2918,0.1286,27.2058,-0.0051,0.0389,21.9004,0.0065,15.7082,6.14,2.3428,0.0192,0.7388,9.1638,21.5957,136.9193,4.2267,0.4726,262.482,12.5698,1.594,0.0014,2.643,2.0111,0.0193,0,2.8651,-5856.75,62.2111,15.76,0,0.2947,0.0224,0.2309,8.17,3.617,0.0092,0.0473,536.0627,4.0243,0.0885,4.8959,9.8559,4.6129,0.5528,622.09,2.963,88.4188,2.8445,0.1296,3.86
0,-1.5091,0,0,-0.0092,0.0277,831.6265,0.0033,21.5091,10.08,2.2109,0,0.8705,8.3823,28.1825,23.816,6.8431,0,264.272,12.6037,2.7496,0.0014,3.25,1.0556,0.0103,0,5.7824,-5554.75,69.9667,15.81,0,0.5689,0.0436,0.4007,15.65,3.403,0.0048,-0.7709,537.1318,1.596,0.1673,5.5216,18.1222,3.2563,0.0635,619.4945,2.648,86.9644,1.585,0.0942,0.23
1,18.5764,0.0385,8.3082,-0.004,0.0327,62.3911,0.0041,21.4236,19.62,2.2788,0.0056,0.771,9.2405,30.0601,65.2038,13.5349,0.463,0,12.4827,5.858,0.0011,2.66,1.2543,0.0122,7.3986,9.9739,-5432.75,60.2667,15.74,10.8488,0.9413,0.021,0.2934,11.28,3.276,0.0064,0,532.1818,3.0264,0.2736,4.0772,12.8759,3.3177,0.127,634.3218,2.634,88.2207,1.9375,0.1134,0.42
0,4.0736,0,0,-0.013,0.0237,421.9817,0.002,15.9264,8.34,1.0912,0,0.8068,8.8105,17.8882,33.7812,5.5816,0,249.892,12.5004,2.181,0.0015,2.825,0.608,0.006,0,4.992,-5435.75,66.2111,15.58,0,0.5064,0.0388,0.1474,19.64,3.118,0.0031,0,524.4955,2.8563,0.1472,5.9202,13.5037,3.2984,0.0679,612.78,3.59,86.7128,0.9581,0.1016,0.25
0,-3.1818,0,0,-0.0157,0.0228,367.7143,0.0038,23.1818,4.35,2.1096,0,0.7932,8.6611,27.6462,46.5339,2.9339,0,270.152,12.602,1.5251,0.0008,2.816,1.163,0.0113,0,2.9427,-5825.25,68.7667,15.73,0,0.281,0.0379,0.2183,7.91,2.765,0.0054,-2.505,531.9282,4.6164,0.0984,5.1152,10.3466,3.4013,0.0852,622.3327,4.329,87.0853,1.6598,0.0784,0.31
0,13.9782,0.0231,4.9154,-0.0091,0.0466,47.3595,0.0027,26.0218,8.67,2.4052,0.0049,0.8139,8.7588,31.3313,75.513,6.0235,0.4693,0,12.4231,2.7344,0.0023,3.124,0.8767,0.0086,2.7038,38.142,-1362,65.2667,15.93,3.9771,4.0045,0.0179,0.2799,14.01,2.647,0.0058,-0.0473,532.7664,2.4787,1.2261,4.3818,11.6384,3.3877,0.0969,630.7564,5.103,88.3548,1.8612,0.1515,0.35
0,-3.8982,0.034,7.4716,-0.0111,0.0222,247.5513,0.0019,23.8982,5.58,2.0133,0.0089,0.7025,9.0776,32.3627,35.2542,3.6575,0.4549,0,12.4849,1.7504,0.0014,2.497,0.5582,0.0055,0,9.2619,-6344.25,65.1,15.85,0,0.935,0.0096,0.4281,10.14,4.019,0.0035,0.7569,529.7355,2.6468,0.2527,4.6469,21.2626,4.6301,0.0849,630.3027,3.758,86.8379,1.0594,0.0694,0.3
0,4.3955,0,0,-0.0129,0.0222,447.2801,0.0024,17.271,5.05,1.974,0,0.8037,9.0942,19.6185,29.4288,3.3263,0,264.272,12.4804,1.4828,0.001,2.92,0.7779,0.0076,0,4.6512,-5353.75,73.0556,15.77,0,0.4496,0.0335,0.2824,19.23,2.865,0.0039,-2.647,529.9445,5.1311,0.1353,5.3735,14.3055,3.3434,0.0673,608.2736,3.2,86.7663,1.1911,0.0832,0.25
1,27.4136,0.0343,7.3813,-0.0048,0.0329,21.6316,0.0059,12.5864,14.84,2.2646,0.0061,0.8764,9.0998,19.9389,77.6903,10.0883,0.4647,261.144,12.5037,4.7546,0.0018,2.891,1.8153,0.0176,12.9022,2.3027,-5376.25,63.7889,15.77,11.8582,0.2277,0.042,0.366,12.52,3.18,0.0077,0,536.0336,2.7832,0.0762,6.4966,16.1636,3.2464,0.153,633.6118,5.31,88.24,2.3824,0.1178,0.52
0,1.7627,0.0179,3.877,-0.0111,0.0184,294.9974,0.0035,18.2373,2.99,2.1606,0.0051,0.6108,8.4278,22.3967,38.7824,2.0193,0.4619,259.372,12.5094,1.059,0.002,2.437,1.0654,0.0104,0,3.5979,-5436.25,74.5333,15.71,0,0.3593,0.0307,0.3212,4.58,5.185,0.0066,-0.8515,532.5954,3.0767,0.1088,5.8891,14.8682,3.4506,0.0481,610.0209,2.97,87.1524,1.9754,0.0715,0.19
0,-2.9182,0,0,-0.0108,0.0247,178.8785,0.005,22.9182,8.34,2.2656,0,0.5833,8.7779,29.4088,44.5993,5.7046,0,266.93,12.391,2.4905,0.0022,2.381,1.5687,0.0151,0,2.3338,-5707,69.6556,15.7,0,0.2206,0.0207,2.1967,13.74,5.854,0.0066,-3.732,504.9173,2.907,0.0783,5.439,96.9601,3.4932,0.0728,618.42,3.396,86.797,2.0837,0.0991,0.28
0,8.3018,0.0287,6.1961,-0.0098,0.0151,42.1594,0.0017,11.6982,8.59,2.3354,0.0076,0.8117,8.6915,18.2879,37.8517,5.8283,0.4633,248.928,12.4722,2.3647,0.0018,2.746,0.5052,0.0049,6.4913,3.6085,-5679,68.1778,15.85,6.6338,0.3783,0.0277,0.2019,7.32,3.165,0.0034,-0.2365,534.5991,2.3102,0.1114,4.5415,8.647,3.3762,0.0937,608.7173,2.213,86.8147,1.0134,0.0522,0.37
0,-1.2182,0,0,-0.0064,0.0342,440,0.004,21.2182,7.78,2.4356,0,0.7527,9.9964,26.3771,54.3689,5.243,0,267.428,12.5106,2.36,0.0011,2.702,1.2486,0.0121,1.9856,5.0122,-6411.75,69.0111,15.87,6.4454,0.5006,0.022,0.1854,5.54,4.23,0.0073,-0.2365,534.4473,2.3687,0.1459,7.0208,7.612,4.6324,0.1181,606.2809,4.165,87.1886,2.1351,0.116,0.43
0,9.6564,0.0701,15.0641,-0.0072,0.0311,30.8605,0.0074,30.3436,11.81,1.7725,0.01,0.806,9.219,39.4515,37.5,8.3146,0.4651,0,12.4322,3.1057,0.0015,2.742,2.3584,0.0226,2.3515,8.3318,-6886.25,62.6778,15.8,7.7382,0.796,0.0355,0.2502,10.39,2.831,0.0078,0.7096,529.2545,2.2107,0.2337,5.2887,14.1153,4.6729,0.1563,614.1391,2.163,86.336,2.4707,0.096,0.52
0,-5.4282,0,0,-0.0119,0.0203,179.9866,0.0022,25.4282,5.79,2.0133,0,0.8089,8.3675,29.3135,27.7603,3.7528,0,264.272,12.5788,2.1364,0.0012,3.02,0.6731,0.0066,0,4.5164,-5313.75,73.6222,15.69,0,0.4513,0.0456,0.2456,13.25,3.23,0.0031,0.9461,533.1364,3.5024,0.1274,6.0193,12.2013,3.3189,0.0656,640.21,1.582,86.8342,1.0247,0.0674,0.26
0,-5.2327,0.0307,6.6443,-0.0124,0.0283,117.9117,0.0021,25.2327,8.5,2.2656,0.0082,0.6423,8.7401,31.0075,35.6275,5.8077,0.4617,247.332,12.5504,2.5177,0.0028,3.991,0.6604,0.0065,2.2927,4.563,-5526,69.9222,15.75,6.8255,0.4586,0.0264,2.1967,11.33,6.889,0.0041,0.0473,504.9173,2.5336,0.1317,6.532,96.9601,3.388,0.0709,617.8755,2.821,86.8963,1.205,0.0904,0.36
0,-3.9255,0,0,-0.0118,0.0236,304.9328,0.0053,23.9255,7.29,2.0329,0,0.7612,8.8973,33.7369,53.5032,5.146,0,284.854,12.2747,1.8511,0.0014,2.638,1.7148,0.0166,0,8.6574,-5241,69.9556,15.86,0,0.8492,0.0149,0.2568,13.83,4.162,0.0078,0,532.1382,2.921,0.2471,6.3058,12.6333,3.5912,0.1207,612.7745,3.093,86.4023,2.4967,0.0783,0.4
0,-0.9127,0.2107,47.6246,-0.009,0.0154,522.6096,0.0047,20.9127,11.87,2.0685,0.0608,0.827,8.441,29.3191,64.5341,8.4692,0.4424,265.682,12.4231,3.9115,0.0019,3.463,1.4735,0.0142,7.0343,9.9421,-6447,68.6556,15.98,11.7002,0.9529,0.009,0.2932,10.38,3.879,0.0063,-0.1419,531.0854,3.5303,0.2578,4.7795,14.1723,4.6098,0.0801,625.4764,3.134,87.0383,2.0107,0.0487,0.35
0,26.6582,0.1351,28.9487,-0.004,0.0429,35.1112,0.0042,13.3418,6.94,2.3063,0.0233,0.771,8.7947,17.0797,62.6959,4.8666,0.4667,259.346,12.4882,2.1337,0.0012,2.66,1.2446,0.0122,0,10.3721,-6174.5,68.9222,15.74,0,1.0527,0.021,0.2199,20.58,3.276,0.0085,0,533.1773,3.4329,0.3018,5.3581,9.5334,4.5894,0.162,613.0836,2.859,87.1254,2.6893,0.1362,0.59
0,3.6809,0,0,-0.0115,0.0205,300.1976,0.0022,16.3191,6.26,1.8126,0,0.8137,9.0744,19.1189,32.9718,4.1813,0,264.272,12.5492,2.2442,0.0013,3.064,0.7004,0.0069,3.9157,8.707,-5546,70.4,15.75,2.687,0.8524,0.0461,0.2619,18.1,2.84,0.0025,1.655,532.1073,3.5483,0.239,5.4937,14.448,3.3016,0.1753,624.7473,2.308,85.9594,0.7021,0.0656,1.24
0,1.9936,0.0226,4.8757,-0.0094,0.0247,208.6639,0.0038,18.0064,9.93,2.2135,0.0057,0.6697,8.5407,22.1064,68.2667,6.7038,0.4627,266.33,12.4308,3.3449,0.0019,2.5,1.1443,0.0111,2.1846,6.0905,-5611.75,75.3667,15.67,2.7212,0.5673,0.0332,0.2363,8.05,4.754,0.005,-0.5677,538.4991,2.9209,0.163,5.4128,10.6737,3.3577,0.1112,605.2627,3.674,86.8223,1.5426,0.1043,0.36
0,0.59,0.0178,3.8922,-0.0129,0.0232,0,0.0048,19.41,3.47,1.974,0.0056,0.8121,8.4537,25.6798,23.3236,2.3731,0.4573,266.896,12.5118,1.1633,0.0018,2.873,1.4986,0.0144,4.3091,4.8747,-5343.75,74.4444,15.7,5.0377,0.4629,0.0325,0.2824,14.19,3.008,0.0054,-2.033,529.9445,3.0148,0.137,6.2709,14.3055,3.4576,0.1001,624.1136,3.358,86.8072,1.7127,0.0907,0.33
0,15.3536,0.0225,4.8108,-0.0076,0.0502,21.6235,0.0013,24.6464,6.14,2.2233,0.0044,0.8743,8.7487,33.5962,60.3279,4.0729,0.4681,0,12.5784,1.987,0.0022,2.955,0.3813,0.0037,2.3971,5.4093,-2681.75,64.6778,15.7,2.8688,0.5142,0.0225,0.4183,10.12,1.877,0.0019,0.0946,535.7491,4.7527,0.1881,5.2309,18.8142,3.4542,0.0974,618.9891,5.143,88.2425,0.5889,0.1883,0.35
1,-3.0055,0,0,-0.0095,0.0217,247.8822,0.0016,23.0055,6.46,2.2318,0,0.8568,8.7597,28.1353,52.8402,4.3632,0,0,12.5967,1.8538,0.0018,2.768,0.4526,0.0044,2.9679,4.0341,-5459.75,70.8667,15.69,7.4626,0.3949,0.022,0.3001,14.23,2.788,0.002,-1.939,533.9936,4.7419,0.1253,5.8475,13.4487,3.4173,0.0615,619.1891,2.987,87.0029,0.5608,0.0743,0.27
0,24.26,0.0333,7.1623,-0.0039,0.015,29.7609,0.0076,15.74,5.72,2.2561,0.0066,0.8269,8.5218,18.2764,125.2396,3.8906,0.4656,0,12.4069,1.8207,0.0018,2.811,2.421,0.0232,3.3353,9.5674,-5426.75,67.6556,15.91,5.5424,0.9201,0.0345,0.4074,7.34,2.969,0.0078,0.3784,531.8709,3.4526,0.2461,4.945,18.0566,3.3174,0.1685,630.3318,3.645,87.0459,2.4728,0.0498,0.59
0,18.0545,0.0435,9.0982,-0.0013,0.0134,24.5921,0.0072,21.9455,9.89,2.2395,0.0106,0.7025,8.6829,25.0574,439.2157,6.3828,0.4784,269.128,12.4469,3.0833,0.0022,2.618,2.2488,0.0215,0,14.1719,-4992,69.7889,15.9,0,1.3921,0.0254,0.6125,8.5,4.434,0.0101,-0.5677,391.5764,2.7342,0.4154,5.4422,27.35,3.35,0.1635,599.2782,4.97,86.9236,3.1906,0.0503,0.49
0,-2.1264,0,0,-0.0124,0.0128,640.0599,0.0047,22.1264,6.86,2.2909,0,0.6567,8.6024,25.2418,29.899,4.5812,0,264.272,12.5339,2.1576,0.0011,2.495,1.4465,0.0141,0,2.9639,-6376.25,72.8556,15.73,0,0.3104,0.0197,0.2908,15.87,4.149,0.0062,0,531.7464,3.9484,0.1047,5.8704,12.6938,2.2481,0.1352,636.9709,2.243,86.8309,2.0669,0.0405,0.6
0,-0.0182,0.0141,3.0637,-0.0084,0.0153,0,0.0041,20.0182,6.33,1.0912,0.0038,0.7304,21.5944,23.1901,49.9257,4.277,0.4612,264.272,12.6278,1.9295,0.0014,3.856,1.272,0.0123,2.7698,5.6314,-5759.5,73.2778,15.69,7.1898,0.5441,0.0433,0.1474,16.14,3.929,0.0046,1.513,524.4955,3.0927,0.1587,4.831,13.5037,3.4373,0.0858,616.7473,3.466,86.9799,1.4936,0.0662,0.32
0,-1.71,0,0,-0.0091,0.0259,362.5733,0.0022,21.71,8.07,2.0007,0,0.7713,8.6427,29.1971,38.4088,5.8362,0,0,12.4996,2.9031,0.0019,2.912,0.6944,0.0068,2.7719,4.9211,-6551.5,71.3556,15.93,5.5724,0.4729,0.0157,0.3016,10.42,3.529,0.0032,1.939,534.6764,3.1572,0.1398,4.6504,15.0738,4.653,0.0743,637.7273,2.473,86.575,0.9974,0.0942,0.28
0,-3.01,0,0,-0.0095,0.0243,133.887,0.0025,23.01,4.16,1.9611,0,0.825,9.0639,27.0311,47.2441,2.7758,0,264.272,12.5949,1.2251,0.0014,3.054,0.8222,0.008,2.4352,3.0321,-5190,75.2667,15.69,4.5255,0.2887,0.0354,0.211,8.09,3.517,0.0021,-2.317,531.7491,4.0665,0.0883,5.1604,10.7575,3.4684,0.0505,614.5564,3.087,86.95,0.5965,0.0915,0.21
0,17.3018,0.1614,34.4126,-0.0057,0.0129,22.0786,0.0068,22.6982,9.64,2.0402,0.0224,0.7453,9.2405,29.5,116.5563,6.5557,0.469,262.838,12.4247,2.5511,0.0018,2.65,2.1742,0.0208,2.5863,7.5268,-6235.25,63,15.68,2.7491,0.7921,0.0335,0.1878,9.25,3.736,0.0067,0.0946,537.3973,2.7164,0.2225,5.0376,9.2038,3.289,0.1452,614.3909,2.634,88.2207,2.0982,0.0449,0.52
0,-4.2064,0.02,4.3803,-0.0088,0.0289,147.6335,0.0044,24.2064,4.74,2.3461,0.0061,0.7402,9.0145,30.9661,39.8293,3.3622,0.4555,265.036,12.4308,1.4275,0.0022,2.641,1.4106,0.0137,3.88,4.6155,-5411.75,70.4778,15.79,6.0434,0.4353,0.0354,0.4327,8.34,4.853,0.006,-0.8988,533.3882,3.61,0.1245,5.7851,18.4445,3.4876,0.1112,609.8382,3.075,86.7608,1.9303,0.1122,0.36
0,-7.1564,0.0158,3.4174,-0.0089,0.018,71.2652,0.0043,27.1564,12.11,1.4573,0.0046,0.8217,8.8505,33.0615,62.7451,7.9407,0.4635,0,12.6006,3.3661,0.0013,2.792,1.3776,0.0134,4.5743,5.6705,-6264,69.2444,15.73,6.0466,0.5666,0.0284,0.2296,8.93,3.067,0.0076,0,537.0273,4.2814,0.1758,5.1591,15.757,4.6291,0.1013,597.2955,2.906,86.8482,2.348,0.0586,0.62
0,-1.0473,0,0,-0.0131,0.0201,354.2535,0.0017,21.0473,6.99,2.2318,0,0.8253,9.4336,28.2938,34.2531,4.6312,0,253.888,12.5786,2.2744,0.0013,2.789,0.4958,0.0049,2.4414,3.4604,-5320,71.4111,15.7,5.0265,0.3407,0.0182,0.3001,11.4,3.082,0.002,0,533.9936,4.3225,0.1021,4.8628,13.4487,3.2419,0.074,619.0118,5.437,87.4694,0.654,0.0745,0.3
0,4.5355,0,0,-0.012,0.0145,127.6609,0.0032,15.4645,6.16,1.925,0,0.828,8.0787,18.6383,70.8333,4.1739,0,264.272,12.5008,2.0856,0.0017,2.848,0.9655,0.0094,3.794,4.8818,-5593.5,74.9,15.71,4.0716,0.4549,0.0349,0.2011,7.86,3.22,0.0052,-2.742,531.3036,2.341,0.1394,6.2771,10.4446,3.3049,0.0588,605.1609,2.841,87.1927,1.5435,0.0617,0.21
0,3.9673,0.017,3.6926,-0.0117,0.0171,130.8203,0.0014,16.0327,8.13,2.1417,0.0041,0.5833,9.0811,22.513,66.881,5.5115,0.4604,264.272,12.5106,2.0327,0.0018,2.381,0.4496,0.0044,3.6184,5.1398,-6411,66.0333,15.7,5.506,0.4837,0.0207,0.4214,4.73,5.854,0.002,-3.732,530.5682,5.4993,0.1394,5.2133,19.6759,4.6606,0.06,610.0409,2.911,86.8444,0.6254,0.0605,0.23
0,-1.1609,0.0328,6.9973,-0.0094,0.0291,312.686,0.0061,21.1609,8.74,2.4,0.0066,0.6887,8.9416,26.3122,73.6,5.8827,0.4689,267.01,12.4104,2.7681,0.0017,2.649,1.9099,0.0185,2.8412,7.0377,-5284.75,68.1556,15.79,8.6811,0.7029,0.0263,0.2924,8.42,4.425,0.0082,-0.5677,531.0218,2.6786,0.2168,5.8909,12.1846,3.3226,0.1594,611.9664,6.164,86.9601,2.5851,0.0869,0.54
0,-2.5418,0,0,-0.0107,0.0262,467.7754,0.0043,22.5418,5.83,2.1401,0,0.6799,8.8054,30.2702,67.907,3.965,0,269.968,12.5422,1.6937,0.0016,2.51,1.3868,0.0134,0,6.4784,-5115.25,72.1111,15.47,0,0.6417,0.0306,0.4659,12.12,4.133,0.0062,-1.277,532.1618,1.2157,0.184,4.8125,21.7713,3.1662,0.1116,616.7918,2.597,86.2893,1.9624,0.0959,0.38
0,-3.7073,0.0149,3.2285,-0.0095,0.0326,172.9034,0.0042,23.7073,4.9,2.0142,0.0039,0.7131,9.1637,28.7252,25.2632,3.3667,0.4603,267.722,12.5847,1.8289,0.0014,3.175,1.2604,0.0122,0,6.027,-5194.75,76.2333,15.61,0,0.5862,0.0445,0.2492,13.47,3.362,0.0058,0.1419,529.8991,3.2595,0.1739,6.3048,12.3718,3.5316,0.089,622.2127,2.925,87.3675,1.7963,0.0921,0.35
0,3.1764,0.0179,3.8743,-0.0084,0.0183,276.7315,0.002,16.8236,6.08,1.8299,0.0043,0.8343,8.1166,22.8619,43.9169,4.0713,0.4624,246.102,12.6037,1.9033,0.0017,2.865,0.6347,0.0062,4.9693,3.8517,-5520.25,75.3667,15.73,6.2783,0.3768,0.032,0.2909,12.76,2.923,0.0022,0.0473,531.0009,2.4419,0.11,6.255,15.8974,3.3736,0.0827,624.74,4.397,87.1953,0.6872,0.0606,0.39
0,-6.7227,0,0,-0.0129,0.0196,92.522,0.0035,26.7227,8.05,2.1566,0,0.6799,9.004,34.9591,27.9612,5.315,0,264.272,12.5582,2.203,0.0016,2.51,1.0791,0.0105,0,6.5631,-5631,74.0444,15.47,0,0.6463,0.0306,0.4432,8.21,4.133,0.0049,-1.277,536.5927,3.2618,0.1885,6.7069,20.5512,3.413,0.0754,629.7482,4.597,86.4814,1.5547,0.0716,0.25
0,-5.6473,0.0455,9.7529,-0.0119,0.0252,233.9182,0.0021,25.6473,9.04,2.4279,0.0083,0.6755,8.536,32.7577,26.8344,6.4204,0.4666,249.548,12.4661,2.7357,0.0013,2.512,0.6269,0.0061,2.9838,8.21,-5226.5,68.3,15.85,3.4255,0.8525,0.0227,0.3695,13.37,4.184,0.0031,0.2365,533.1491,2.5588,0.2493,5.6811,15.2177,3.2576,0.0744,622.6709,37.88,86.7687,0.9489,0.1026,0.31
1,5.4991,0.0217,4.7135,-0.0105,0.0172,75.6489,0.0053,14.5009,7.32,2.2732,0.0067,0.6786,8.5288,17.5983,29.4537,5.2686,0.4608,265.306,12.4998,2.3933,0.0015,3.955,1.5564,0.015,3.0306,3.9779,-5192.5,67.5,15.99,5.9071,0.4309,0.0117,0.1496,11.96,5.261,0.0072,-0.5677,538.8482,2.6284,0.1281,6.1483,6.5829,3.3488,0.0473,618.1518,3.182,86.6692,2.2458,0.0556,0.17
